target_source,head_yaw_deg,target_angle_deg,target_error_deg,sigma_deg,source_a_gain_db,source_b_gain_db,target_gain_db,interferer_gain_db,target_to_interferer_gain_db,pair_count,tir_improvement_db_mean,tir_improvement_db_sd,tir_improvement_db_median,input_tir_db_mean,input_tir_db_sd,input_tir_db_median,output_tir_db_mean,output_tir_db_sd,output_tir_db_median,input_si_sdr_db_mean,input_si_sdr_db_sd,input_si_sdr_db_median,output_si_sdr_db_mean,output_si_sdr_db_sd,output_si_sdr_db_median,si_sdr_improvement_db_mean,si_sdr_improvement_db_sd,si_sdr_improvement_db_median
source_a,-70.0,-30.0,40.0,30.0,4.111122905071874,0.038659201394728074,4.111122905071874,0.038659201394728074,4.072463703677146,100,4.0724637036279665,2.637499336922336e-11,4.072463703637263,0.09512722956446933,2.793636028006828,-0.13029482308009002,4.167590933192436,2.7936360280257873,3.9421688805509785,0.09634201114703093,2.79572589467281,-0.12205639890213137,4.168772415738717,2.794604069988471,3.947384179010392,4.072430404591685,0.03590765664826299,4.07312079487696
source_a,-60.0,-30.0,30.0,30.0,6.065306597126334,0.11108996538242306,6.065306597126334,0.11108996538242306,5.954216631743911,100,5.954216631686398,3.184101271481436e-11,5.9542166316975145,0.12606818518019303,2.786636743028729,-0.07930702554897284,6.080284816866591,2.7866367430519685,5.874909606142713,0.12747832062441736,2.7883541479166265,-0.10898567514871696,6.081534488809002,2.7871767544857122,5.850582882940961,5.954056168184585,0.047342267870582364,5.95356263189527
source_a,-50.0,-30.0,20.0,30.0,8.00737402916808,0.2856550078455038,8.00737402916808,0.2856550078455038,7.721719021322576,100,7.7217190212622455,3.572636679532988e-11,7.7217190212738895,0.13986871217322297,2.7932113108279095,-0.054205196113581156,7.861587733435469,2.793211310854959,7.667513825154794,0.14194561064448397,2.7938764247752035,-0.0863854311178926,7.863055006509216,2.793245816562704,7.678799239178398,7.721109395864732,0.05477649115044523,7.718724413105994
source_a,-40.0,-30.0,10.0,30.0,9.459594689067654,0.6572852861653047,9.459594689067654,0.6572852861653047,8.802309402902349,100,8.80230940284553,3.787039075571886e-11,8.802309402857585,0.09126167611953995,2.7944683523107,-0.1378153822573915,8.89357107896507,2.7944683523411786,8.664494020593526,0.09298709598250872,2.7936310388625407,-0.10432175277703937,8.894861242084353,2.7940258545297865,8.676800970789138,8.801874146101845,0.05811627133619912,8.797851239733166
source_a,-30.0,-30.0,0.0,30.0,10.0,1.353352832366127,10.0,1.353352832366127,8.646647167633873,100,8.646647167585975,3.990254246831728e-11,8.646647167595372,0.020426099105925227,2.7923930105922405,-0.20574920198230895,8.6670732666919,2.7923930106266917,8.44089796560488,0.02224995838627908,2.7902846939772297,-0.16074441923450475,8.668409065254918,2.79152554135507,8.456771443112007,8.64615910686864,0.055765662556578166,8.639791058453355
source_a,-20.0,-30.0,10.0,30.0,9.459594689067654,2.4935220877729622,9.459594689067654,2.4935220877729622,6.966072601294691,100,6.966072601258915,4.23032902006515e-11,6.96607260126493,-0.14888672317395066,2.8008077018512143,-0.3866505162926428,6.817185878084964,2.800807701889881,6.579422084968046,-0.14702462899109128,2.798577338181491,-0.3522644686920343,6.818627850490776,2.799635425509853,6.5933786752289745,6.965652479481867,0.049670709662275755,6.959470422418434
source_a,-10.0,-30.0,20.0,30.0,8.00737402916808,4.111122905071874,8.00737402916808,4.111122905071874,3.8962511240962057,100,3.8962511240760853,4.344314366714813e-11,3.896251124080287,-0.20591907088959321,2.794670846490026,-0.33017668298904,3.6903320531864923,2.794670846531293,3.566074441088483,-0.20236745397563932,2.7918091284828437,-0.30098678219043684,3.6930340007348,2.7926073455509055,3.584759669078645,3.895401454710439,0.032445198377975534,3.892990382384662
source_a,0.0,-30.0,30.0,30.0,6.065306597126334,6.065306597126334,6.065306597126334,6.065306597126334,0.0,100,-4.036098894336093e-12,4.399518647626522e-11,-3.966688089107606e-12,-0.2540525456180138,2.7985116781701223,-0.34623257595149415,-0.25405254562204993,2.7985116782125905,-0.3462325759560151,-0.25266505813127005,2.7971776553885297,-0.3618376683304379,-0.25266505809182777,2.797177655476803,-0.36183766910232534,3.944229831631674e-11,1.4482241208437657e-09,1.4762768785203662e-10
source_a,10.0,-30.0,40.0,30.0,4.111122905071874,8.00737402916808,4.111122905071874,8.00737402916808,-3.8962511240962057,100,-3.896251124085236,4.261865013903551e-11,-3.896251124089456,-0.4173638951297185,2.8378761609058616,-0.5647752783211907,-4.3136150192149545,2.8378761609468532,-4.461026402408741,-0.4171628464415177,2.840282865230554,-0.5817447361602945,-4.314342014812045,2.843170599409696,-4.475711123989809,-3.897179168370527,0.054881914202423575,-3.8943155327850865
source_a,20.0,-30.0,50.0,30.0,2.4935220877729622,9.459594689067654,2.4935220877729622,9.459594689067654,-6.966072601294691,100,-6.966072601269782,3.8458323647446444e-11,-6.96607260127737,-0.6024261402910958,2.87577632324595,-0.7917068405540917,-7.568498741560878,2.8757763232821603,-7.757779441826061,-0.5990293185616284,2.877925819432165,-0.7705820980567666,-7.5638797928981925,2.8854804398050744,-7.70827841548296,-6.964850474336564,0.121820823651406,-6.955297504481662
source_a,30.0,-30.0,60.0,30.0,1.353352832366127,10.0,1.353352832366127,10.0,-8.646647167633873,100,-8.64664716759484,3.526257805814428e-11,-8.646647167604934,-0.6503737416429592,2.899896332335046,-0.8541064523552808,-9.297020909237801,2.8998963323665468,-9.500753619952388,-0.6489054512119925,2.9060876825004507,-0.8093884960194964,-9.297989024799726,2.925689203062356,-9.392064157428798,-8.649083573587735,0.17511009867465308,-8.633218294665483
source_a,40.0,-30.0,70.0,30.0,0.6572852861653047,9.459594689067654,0.6572852861653047,9.459594689067654,-8.802309402902349,100,-8.802309402853469,3.286306890724116e-11,-8.802309402865465,-0.7227228127649539,2.9176953103367813,-0.944787439589927,-9.525032215618424,2.9176953103640986,-9.747096842445295,-0.7208319752425613,2.921147731124344,-0.9281145093468897,-9.525106623280541,2.936736612621835,-9.648605606975986,-8.80427464803798,0.1844674603665918,-8.791554532281259
source_a,50.0,-30.0,80.0,30.0,0.2856550078455038,8.00737402916808,0.2856550078455038,8.00737402916808,-7.721719021322576,100,-7.721719021269519,3.041909819363566e-11,-7.7217190212802755,-0.7484317975119781,2.9204969629949544,-0.9259652993616033,-8.470150818781498,2.9204969630185675,-8.647684320646626,-0.7457661654255647,2.921274827382611,-0.9131266814926648,-8.467508189054533,2.9290286148722586,-8.537829518108932,-7.721742023628967,0.1509485247893969,-7.716500439048944
